2179998,039-002562-426311,NULL,-104.78138939,38.85206478,2562, ,,,Elvin,Avenue,,,,2562 Elvin Avenue ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010CEC93A04802325AC078F06B75106D4340
2179999,039-001313-426312,NULL,-104.78016645,38.85141983,1313, ,,,Bennett,Avenue,,,,1313 Bennett Avenue ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C0CF9413FEE315AC0505C3053FB6C4340
2180000,039-003124-426313,NULL,-104.72841752,38.87611820,3124, ,,,Escapardo,Court,,,,3124 Escapardo Court ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C70DA88649E2E5AC0E05C26A424704340
2180001,039-000393-426314,NULL,-104.92143346,39.11340077,393, ,,,Verano,Avenue,,,,393 Verano Avenue ,Monument,80133,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C74BD07C4F83A5AC0A8649DEA838E4340
2180002,039-001421-426315,NULL,-104.76105699,38.85365154,1421, ,,,Baylor,Drive,,,,1421 Baylor Drive ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C2CAF6128B5305AC080D42B74446D4340
2180003,039-002555-426316,NULL,-104.78179500,38.85177234,2555, ,,,Elvin,Avenue,,,,2555 Elvin Avenue ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010CC4FFE0ED08325AC040D241E0066D4340
2180004,039-001333-426317,NULL,-104.77547241,38.85233516,1333, ,North,,Circle,Drive,,,,1333 North Circle Drive ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C9CF90757A1315AC0F0DC8C51196D4340
2180005,039-001319-426318,NULL,-104.77433842,38.85162843,1319, ,,,Diana,Lane,,,,1319 Diana Lane ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C0869BAC28E315AC0E02F1829026D4340
2180006,039-001429-426319,NULL,-104.78077195,38.85273731,1429, ,,,Wilks,Place,,,,1429 Wilks Place ,Colorado Springs,80909,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C74CBEA2AF8315AC078D2FE7E266D4340
2180007,039-005460-426320,NULL,-104.72642297,38.87653866,5460, ,,,Poncha Pass,Court,,,,5460 Poncha Pass Court ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C4406C8B67D2E5AC0D8732C6B32704340
2180008,039-005525-426321,NULL,-104.72867025,38.87734377,5525, ,,,Escapardo,Way,,,,5525 Escapardo Way ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010CFC8C8E88A22E5AC0F85600CD4C704340
2180009,039-003140-426322,NULL,-104.73015361,38.87734992,3140, ,,,Lovely,Way,,,,3140 Lovely Way ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010CA4DA32D6BA2E5AC0F05488004D704340
2180010,039-005269-426323,NULL,-104.72971750,38.87641651,5269, ,South,,Carefree,Circle,,,,5269 South Carefree Circle ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C289A09B1B32E5AC03881926A2E704340
2180011,039-003145-426324,NULL,-104.72529351,38.87622773,3145, ,,,Lavarie,Lane,,,,3145 Lavarie Lane ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C9C827A356B2E5AC0F064F63A28704340
2180012,039-003356-426325,NULL,-104.73054822,38.87914548,3356, ,,,Teardrop,Circle,,,,3356 Teardrop Circle ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010CC0F74D4DC12E5AC0E8CED2D687704340
2180013,039-005425-426326,NULL,-104.72703963,38.87609935,5425, ,,,Poncha Pass,Court,,,,5425 Poncha Pass Court ,Colorado Springs,80917,NULL,NULL,2018-06-21 00:00:00.0000000,ACTIVE,NO CHANGE,ElPaso,0xAD100000010C3CBB3ED1872E5AC0008FFB0524704340
